player,kills,deaths,adr,kast,rating,team_on,team_against,map
Leomonster,21,12,89.4,76.0%,1.46,INTZ,MIBR Academy,Ancient
ArtFr0st,24,12,80.7,79.3%,1.38,Spirit Academy,PROSPECTS,Inferno
bnox,25,26,93.6,67.6%,1.08,Illuminar,ENCE Academy,Mirage
Extinct,26,16,110.0,91.7%,1.65,Viperio,BLINK,Anubis
faveN,23,11,89.3,80.0%,1.44,BIG,GODSENT,Anubis
SaVage,21,18,101.0,69.6%,1.32,Encore,The Big Dogs,Vertigo
Ro1f,22,13,96.6,69.2%,1.34,PROSPECTS,NtK,Mirage
myltsi,24,22,90.2,67.9%,1.28,ENCE Academy,Zero Tenacity,Nuke
asap,23,14,97.6,73.1%,1.43,Rooster,e-LEMON-ators,Nuke
SHiPZ,26,17,77.5,76.7%,1.25,500,ECSTATIC,Inferno
stamina,26,14,105.0,84.6%,1.6,Strife,Vendetta,Mirage
RUSH,25,16,81.3,75.0%,1.31,EG Black,ATK,Overpass
decenty,25,20,83.8,70.0%,1.17,O PLANO,INTZ,Ancient
FRANAR,24,17,80.5,86.7%,1.28,WINDINGO,Desorganizados,Nuke
Swisher,26,19,100.0,82.1%,1.38,ATK,Vendetta,Overpass
HexT,28,14,111.7,81.5%,1.63,EG Black,Strife,Overpass
guidimon,26,21,92.2,73.3%,1.29,FUSION,FURIA Academy,Ancient
lattykk,23,17,69.9,79.3%,1.19,Aurora,Apeks,Overpass
lenci,24,13,93.5,80.8%,1.63,Boca Juniors,CARECAS,Nuke
TRAVIS,12,16,58.1,69.6%,0.9,1WIN,Falcons,Vertigo
anarkez,19,14,62.9,72.0%,1.11,ECLOT,359,Inferno
draken,25,16,85.9,79.3%,1.39,GODSENT,HEET,Ancient
INS,24,14,96.2,92.0%,1.49,Grayhound,Stirlzs Angels,Ancient
Pechyn,31,14,122.6,81.5%,1.79,Enterprise,empire goblins,Ancient
pz,24,8,142.3,88.9%,2.25,VERTEX,sunday school,Nuke
hate,24,13,96.0,82.6%,1.52,Mythic,Davenport University,Vertigo
Cyrix,32,24,91.8,75.0%,1.28,Snakes Den,1 JIN,Inferno
Kionetta,9,16,54.7,47.4%,0.68,Detonate SparX,Shimmer,Mirage
drac,23,11,79.6,79.2%,1.43,Arcadia,HYDRA,Ancient
Ganginho,24,10,89.1,88.5%,1.6,Iron Branch,Believe,Overpass
Snowzin,22,18,85.6,75.0%,1.36,Case,Desorganizados,Inferno
niki1,22,17,76.3,78.6%,1.23,500,Partizan,Anubis
f6tal,30,13,101.0,80.8%,1.64,9 Pandas Fearless,NIP Impact,Vertigo
Magnojez,18,9,73.5,86.4%,1.48,K23,MOUZ NXT,Inferno
w1,25,20,96.5,71.4%,1.29,INTZ,Boca Juniors,Nuke
mASKED,17,17,67.4,71.4%,0.93,Illuminar,BIG Academy,Vertigo
Terryyy,21,18,97.3,88.5%,1.33,Wheel Chair,Do Not Disturb La,Nuke
CyanideJr,27,19,84.2,62.1%,1.27,DeadWeight,Arena,Inferno
freakazoid,29,17,116.7,74.1%,1.61,Mythic,Take Flyte,Anubis
Valiance,49,33,98.6,72.9%,1.41,better than you,Arena,Mirage
brnz4n,21,10,122.0,94.4%,2.07,MIBR,Nouns,Vertigo
RiFT,21,10,79.2,70.8%,1.48,Davenport University,Cartel terraza,Inferno
Lake,28,14,115.8,76.0%,1.78,Snakes Den,Limitless,Mirage
dea,23,15,86.1,70.8%,1.42,Tsunami,1 JIN,Vertigo
Swisher,24,14,90.1,76.9%,1.38,ATK,EG Black,Overpass
kye,30,21,97.6,72.2%,1.31,FURIA Academy,Furious,Mirage
mlhzin,21,19,79.0,72.0%,1.09,Hype,Fuscão 1500,Inferno
PANDAZ,25,15,93.8,88.9%,1.54,Atlantic,Þór,Nuke
emi,26,18,104.7,72.4%,1.42,Partizan,Coalesce,Inferno
Twistzz,15,14,73.8,73.9%,1.03,FaZe,Natus Vincere,Ancient
togs,25,12,103.1,75.0%,1.5,Sharks,Flamengo,Anubis
Forester,23,19,90.8,82.1%,1.42,1WIN,Monte,Mirage
Ro1f,26,17,115.6,78.3%,1.69,PROSPECTS,Young Ninjas,Ancient
stadodo,17,17,77.7,65.2%,1.05,FTW,Believe,Inferno
t9rnay,20,10,74.6,75.0%,1.37,RED Canids,ODDIK,Inferno
Patrick,15,15,87.3,68.4%,1.03,500,Insilio,Anubis
spooke,28,21,107.2,73.3%,1.4,PROSPECTS,Iron Branch,Ancient
suNny,32,18,130.4,84.0%,1.78,Believe,Budapest Five,Ancient
deko,28,13,96.1,75.9%,1.59,1WIN,HONORIS,Overpass
ninjaZ,22,13,96.3,87.0%,1.6,ARCTIC,FUSION,Nuke
shyyne,21,19,83.2,70.4%,1.14,Coalesce,HEET,Vertigo
Woro2k,23,13,96.5,95.2%,1.6,Monte,SAW,Anubis
Queenix,29,21,96.6,77.1%,1.38,ECSTATIC,BIG Academy,Vertigo
Annihilation,20,15,73.9,79.3%,1.16,IHC,Wings Up,Inferno
Liazz,22,16,84.3,70.0%,1.25,Grayhound,VERTEX,Nuke
Omichella,38,21,103.4,77.1%,1.59,DeadWeight,better than you,Anubis
neo,33,19,116.4,76.7%,1.7,Arena,Mc,Mirage
hazr,24,15,86.0,76.0%,1.36,VERTEX,Rooster,Inferno
exit,29,12,112.9,92.3%,1.83,MIBR,Vendetta,Ancient
Wolffe,34,24,102.1,82.4%,1.43,Take Flyte,1 JIN,Ancient
scar,17,19,71.9,78.6%,1.05,Limitless,Cartel terraza,Anubis
hate,26,21,93.1,70.0%,1.31,Mythic,Tsunami,Mirage
f4stzin,20,19,72.8,74.1%,1.1,Flamengo,RED Canids,Inferno
junior,27,8,138.5,85.7%,2.07,EG Black,Strife,Nuke
RiFT,13,15,70.3,63.2%,0.81,Davenport University,Snakes Den,Inferno
rdnzao,25,12,97.9,80.8%,1.5,Sharks,Meta,Inferno
shalfey,17,20,82.8,54.2%,0.87,FORZE,Monte,Anubis
iDISBALANCE,25,12,100.1,82.8%,1.56,K23,SAW,Overpass
Kylar,15,18,65.0,57.1%,0.89,9INE,1WIN,Mirage
stavn,24,20,83.0,75.9%,1.18,Heroic,Natus Vincere,Anubis
KalubeR,22,16,100.4,72.0%,1.31,Partizan,ECSTATIC,Inferno
k4sl-,22,14,70.4,75.9%,1.28,Insilio,Boston crab,Mirage
dennyslaw,28,19,84.8,82.8%,1.34,500,Spirit Academy,Nuke
shaiK,16,17,72.6,63.6%,0.93,359,MOUZ NXT,Inferno
Girafffe,17,21,87.0,54.5%,0.92,Viperio,Iron Branch,Nuke
NOPEEJ,14,16,67.4,56.0%,1.03,FTW,BIG Academy,Vertigo
naitte,19,20,78.5,79.3%,1.17,ODDIK,RED Canids,Vertigo
Ro1f,22,22,83.7,63.3%,1.11,PROSPECTS,Sprout,Ancient
Lucky,22,11,107.4,75.0%,1.62,HEET,Budapest Five,Ancient
Krad,24,20,97.2,82.8%,1.32,FORZE,FaZe,Inferno
ZEDKO,22,12,116.3,77.3%,1.71,SINNERS,Illuminar,Vertigo
Ganginho,24,18,68.8,62.1%,1.13,Iron Branch,Spirit Academy,Nuke
Zyphon,25,16,127.0,95.8%,1.78,Sprout,Boston crab,Overpass
Raijin,21,20,88.2,75.0%,1.25,K23,Astralis Talent,Overpass
gas,31,19,101.4,85.7%,1.58,Wings Up,Newhappy,Inferno
INS,25,10,126.0,91.7%,1.9,Grayhound,VERTEX,Nuke
sterling,32,19,101.4,83.3%,1.56,Encore,Rooster,Nuke
hazr,25,12,108.8,79.2%,1.71,VERTEX,Rooster,Vertigo
INS,27,14,97.9,76.9%,1.6,Grayhound,Encore,Nuke
GooseBreeder,26,10,130.4,90.0%,1.96,CLG Red,byte,Ancient
Samys,20,13,70.1,80.8%,1.28,W7M fe,MIBR fe,Overpass
MarKE,16,19,75.5,72.0%,1.02,Nouns,Strife,Inferno
RUSH,29,20,107.3,73.3%,1.46,EG Black,TeamOne,Nuke
Andrea,25,18,106.9,84.6%,1.51,Detonate SparX,Factor Ruby,Vertigo
Tuurtle,29,12,107.2,80.8%,1.7,MIBR,ATK,Inferno
keiz,26,10,79.6,89.3%,1.46,ARCTIC,Sharks,Nuke
blameF,22,9,94.8,83.3%,1.61,Astralis,HEET,Inferno
nani,18,14,83.2,78.3%,1.32,B4 fe,LRV fe,Anubis
apEX,24,18,95.2,76.7%,1.41,Vitality,ENCE,Nuke
volt,27,19,106.2,82.1%,1.6,Believe,Coalesce,Anubis
consss,20,17,76.9,82.8%,1.18,sYnck,9 Pandas,Ancient
mhL,34,21,103.3,77.8%,1.54,Endpoint,PROSPECTS,Inferno
kr4sy,29,16,89.9,70.0%,1.43,G2 Oya,Angels,Anubis
kraghen,28,19,99.0,64.3%,1.47,ECSTATIC,BIG Academy,Overpass
NOPEEJ,30,12,105.8,86.2%,1.68,FTW,Partizan,Inferno
Sapec,19,19,93.0,73.9%,1.12,EYEBALLERS,SAW,Inferno
Rainwaker,16,16,86.0,54.5%,1.04,500,Viperio,Nuke
Zana,22,9,96.0,82.6%,1.53,BIG EQUIPA,Spirit fe,Vertigo
Woro2k,29,15,110.0,85.7%,1.69,Monte,PALOMA,Mirage
tomaszin,24,19,76.1,70.0%,1.24,Boca Juniors,Flamengo,Nuke
buster,20,17,80.4,80.8%,1.14,Cloud9,MOUZ,Inferno
Pipw,28,15,113.7,80.8%,1.7,Insilio,PROSPECTS,Ancient
jkaem,16,19,77.5,57.1%,0.9,Apeks,Monte,Ancient
olimp,24,16,94.7,71.4%,1.45,PALOMA,ECLOT,Inferno
salazar,24,15,76.0,85.7%,1.28,ECSTATIC,Illuminar,Inferno
lan,28,13,115.8,84.0%,1.8,Wings Up,Clutch,Nuke
mediocrity,30,19,125.9,70.8%,1.75,GR,Newhappy,Mirage
Jee,21,12,67.8,79.3%,1.31,Lynn Vision,IHC,Overpass
zont1x,25,19,114.5,71.4%,1.43,Spirit Academy,Monte,Anubis
c0llins,32,16,122.1,75.9%,1.8,Partizan,359,Mirage
beastik,29,21,113.0,71.4%,1.46,SINNERS,BIG Academy,Anubis
SaVage,24,14,104.0,70.8%,1.65,Encore,e-LEMON-ators,Ancient
nawwk,20,7,81.1,91.3%,1.55,Apeks,Endpoint,Ancient
dare,23,18,79.6,68.0%,1.2,timbermen,Strife,Inferno
exit,23,14,97.0,85.2%,1.46,MIBR,Nouns,Inferno
junior,36,25,87.9,71.4%,1.28,EG Black,ATK,Inferno
Cryptic,17,16,66.1,80.8%,1.12,Detonate,TeamOne,Inferno
vanessa,21,10,89.7,82.6%,1.53,Shimmer,Saints,Mirage
PiggyKiki,21,7,118.5,80.0%,1.92,EG Gold,Starfish,Mirage
MarKE,26,12,118.4,87.0%,1.82,Nouns,EG White,Vertigo
micro,23,19,73.9,73.3%,1.13,Detonate,Strife,Inferno
Sofiaxyz,21,21,88.3,65.5%,1.05,ENDGAME,Black Dragons fe,Ancient
donk,25,23,93.0,63.3%,1.22,Spirit Academy,LDLC,Vertigo
CutzMeretz,29,17,92.0,80.0%,1.42,Meta,Fuscão 1500,Mirage
torzsi,24,12,83.8,76.0%,1.52,MOUZ,paiN,Nuke
MistR,19,23,86.8,76.7%,1.08,Astralis Talent,Young Ninjas,Vertigo
vicu,29,17,110.4,71.4%,1.53,NAVI Javelins,9 Pandas Fearless,Mirage
ANa,26,8,111.1,86.4%,1.91,Nigma Galaxy,Aces,Inferno
ropz,23,14,100.5,72.0%,1.44,FaZe,FURIA,Anubis
VLDN,21,16,76.9,75.9%,1.18,iNation,Endpoint,Overpass
Chr1zN,19,21,85.2,77.8%,1.2,MOUZ NXT,HONORIS,Inferno
fame,19,22,67.1,70.0%,0.98,Outsiders,Natus Vincere,Ancient
NertZ,27,20,98.9,73.3%,1.49,ENCE,G2,Ancient
tutu,25,17,91.7,86.7%,1.36,Newhappy,IHC,Anubis
kyuubii,23,13,84.5,80.8%,1.38,Sangal,Monte,Mirage
dream3r,22,14,79.4,76.9%,1.23,359,AGO,Nuke
cool4st,23,16,81.8,73.1%,1.22,Eruption,Clutch,Inferno
ChildKing,18,13,88.2,72.7%,1.34,Wings Up,Lynn Vision,Inferno
qqGOD,24,15,80.6,90.0%,1.38,GR,FyR,Inferno
TOAO,27,19,91.2,79.3%,1.35,Illuminar,Iron Branch,Overpass
Magnojez,20,19,77.2,69.0%,1.22,K23,Viperio,Anubis
tabseN,22,16,106.2,69.6%,1.35,BIG,Apeks,Ancient
PwnAlone,38,31,84.3,70.8%,1.25,EG White,REIGN,Nuke
aris,10,16,57.8,52.6%,0.74,Strife,ATK,Inferno
Tender,25,11,85.2,88.9%,1.54,Vendetta,Tsunami,Inferno
nosraC,26,16,99.7,85.7%,1.46,Nouns,TeamOne,Overpass
insani,30,18,108.9,79.3%,1.54,MIBR,Detonate,Inferno
Infinite,21,9,139.4,94.7%,2.13,Strife,Vireo.pro,Nuke
chay,23,15,109.0,83.3%,1.62,Sharks,Flamengo,Anubis
birdfromsky,28,23,96.3,76.7%,1.36,Copenhagen Flames,LDLC,Ancient
Krad,25,14,103.2,73.1%,1.48,FORZE,1WIN,Mirage
keiz,20,13,76.5,80.0%,1.27,ARCTIC,Boca Juniors,Inferno
PANIX,28,15,105.8,71.4%,1.72,Into the Bin,PALOMA,Overpass
Blytz,25,14,110.8,88.0%,1.67,Let us cook,EYEBALLERS,Vertigo
b1t,25,19,85.2,76.7%,1.26,Natus Vincere,00NATION,Ancient
KalubeR,25,11,116.9,82.6%,1.81,Partizan,Viperio,Inferno
BOROS,22,14,111.2,78.3%,1.7,Monte,Apeks,Mirage
br0,21,10,101.7,78.3%,1.57,Astralis Talent,CEPTER,Mirage
hades,32,14,102.2,79.3%,1.68,9INE,K23,Anubis
HeavyGod,19,18,90.0,63.0%,1.1,Endpoint,SAW,Overpass
choiv7,29,14,80.7,80.8%,1.44,iNation,Nexus,Ancient
biguzera,23,10,116.7,95.7%,1.78,paiN,Liquid,Mirage
danistzz,26,22,86.0,76.7%,1.27,Boston crab,Budapest Five,Mirage
hype,25,11,88.1,85.2%,1.62,PROSPECTS,HONORIS,Ancient
Jimpphat,25,19,89.1,83.3%,1.33,MOUZ NXT,Partizan,Inferno
KSCERATO,24,12,81.0,79.3%,1.34,FURIA,fnatic,Ancient
huNter-,21,15,90.8,73.1%,1.29,G2,Movistar Riders,Vertigo
Krimbo,26,14,88.6,76.7%,1.49,BIG,HAVU,Nuke
bLitz,31,22,101.2,79.3%,1.5,IHC,Clutch,Nuke
Starry,21,12,123.1,84.2%,1.83,Lynn Vision,FyR,Overpass
PR1mE,24,15,93.4,77.8%,1.44,Tricked,NtK,Vertigo
qqGOD,17,16,76.9,66.7%,1.01,GR,Wings Up,Ancient
fury5k,21,21,90.2,66.7%,1.17,Eruption,Newhappy,Inferno
TRAVIS,22,11,111.5,86.4%,1.67,1WIN,Illuminar,Inferno
Soulfly,26,17,102.3,73.1%,1.51,Sangal,Into the Breach,Vertigo
Maka,22,9,88.0,82.6%,1.64,HEET,ENCE Academy,Overpass
eraa,27,19,108.2,83.3%,1.5,Young Ninjas,Endpoint,Mirage
ADDICT,23,18,78.6,82.8%,1.24,VERTEX,ex-Antic,Vertigo
Bwills,26,14,128.3,90.9%,1.84,Nouns,DNA,Anubis
chop,24,10,100.2,83.3%,1.66,Vendetta,timbermen,Nuke
insani,22,13,116.0,90.5%,1.92,MIBR,Zero MarksMen,Ancient
roz,15,16,83.2,65.0%,1.02,Fuscão 1500,RED Canids,Mirage
jitter,22,15,87.8,80.0%,1.36,yur,Mad Kings,Nuke
Jeorge,16,16,78.8,72.7%,1.13,EG Black,timbermen,Mirage
Infinite,19,20,88.2,79.3%,1.17,Strife,Vendetta,Inferno
Cryptic,24,12,118.6,90.5%,1.91,Detonate,CLG Red,Anubis
naitte,23,22,87.9,76.7%,1.15,ODDIK,Meta,Mirage
Enzo,24,20,92.5,78.6%,1.32,AGO,SINNERS,Nuke
jkaem,20,12,70.0,83.3%,1.37,Apeks,EYEBALLERS,Anubis
t9rnay,18,14,83.8,58.3%,1.03,RED Canids,Corinthians,Overpass
Altekz,20,6,96.2,88.9%,1.94,Astralis Talent,MASONIC,Ancient
Jyo,24,18,84.0,65.5%,1.25,K23,BIG Academy,Mirage
Rainwaker,28,13,107.1,88.0%,1.69,500,Endpoint,Ancient
Lucky,15,18,72.2,64.0%,0.9,Tricked,CEPTER,Mirage
Altekz,26,17,96.3,72.4%,1.37,Astralis Talent,359,Inferno
kRaSnaL,25,14,102.0,88.5%,1.56,Monte,HEET,Anubis
Peppzor,24,20,98.7,86.2%,1.23,EYEBALLERS,Enterprise,Mirage
joel,27,19,84.6,76.7%,1.34,GODSENT,Spirit Academy,Nuke
DEPRESHN,23,15,75.8,82.8%,1.24,iNation,empire goblins,Overpass
salazar,22,10,95.4,81.0%,1.73,ECSTATIC,Viperio,Anubis
delboNi,25,22,84.1,77.1%,1.18,Flamengo,WINDINGO,Anubis
TiCx,23,16,94.2,70.4%,1.45,7AM NA,Melly Madness,Anubis
emi,22,16,80.5,76.0%,1.29,Partizan,AGO,Anubis
EliGE,19,13,85.1,100.0%,1.41,Liquid,Astralis,Nuke
N20AmZ,20,17,85.0,64.0%,1.14,Melly Madness,REIGN,Overpass
Andrew,21,16,78.2,77.8%,1.21,X13,7AM NA,Ancient
TMB,20,9,91.2,77.3%,1.49,Copenhagen Flames,ECSTATIC,Overpass
oxygeN,20,22,89.1,71.4%,1.12,359,1WIN,Nuke
zorte,21,5,91.5,94.7%,2.07,FORZE,ENCE,Overpass
Banjo,20,17,88.5,83.3%,1.24,HAVU,ECSTATIC,Nuke
device,20,16,81.0,71.4%,1.22,Astralis,Spirit,Nuke
SHOCK,25,16,115.5,84.0%,1.73,SINNERS,MOUZ NXT,Vertigo
lauNX,26,15,106.5,87.5%,1.67,Sprout,Copenhagen Flames,Anubis
hazr,23,18,118.7,84.0%,1.68,VERTEX,Rooster,Vertigo
bnox,30,22,94.5,65.7%,1.38,Illuminar,Astralis Talent,Overpass
nettik,21,13,92.3,87.0%,1.46,Rooster,Encore,Vertigo
dav1deuS,34,29,108.8,83.3%,1.5,9z,O PLANO,Inferno
hoggy,20,16,93.1,88.0%,1.29,1 JIN,X13,Vertigo
kauez,27,9,124.8,80.0%,2.0,FURIA Academy,paiN Academy,Nuke
HexT,24,12,104.0,73.9%,1.6,EG Black,Detonate,Anubis
doc,12,17,73.5,66.7%,0.87,TropiCaos,Meta,Inferno
piriaz1n,24,19,105.5,60.0%,1.31,O PLANO,Fluxo,Nuke
SLIGHT,24,12,101.9,88.5%,1.69,Detonate,timbermen,Nuke
junior,22,8,81.9,92.0%,1.55,EG Black,Take Flyte,Anubis
ABM,27,17,98.9,78.6%,1.48,Furious,Corinthians,Ancient
Ganginho,26,21,97.4,72.4%,1.25,Iron Branch,B8,Anubis
NAF,22,12,104.4,91.3%,1.64,Liquid,Rare Atom,Nuke
detr0ittJ,27,24,75.1,71.4%,1.17,RED Canids,9z,Nuke
hype,22,16,83.8,84.6%,1.37,PROSPECTS,BIG Academy,Ancient
w0nderful,20,15,58.9,83.3%,1.16,Spirit,Natus Vincere,Anubis
larsen,20,20,91.6,74.1%,1.25,Tricked,Astralis Talent,Ancient
arTisT,18,18,88.0,68.2%,1.11,Viperio,Young Ninjas,Vertigo
reiko,15,17,81.8,75.0%,0.9,HONORIS,K23,Nuke
djay,13,17,52.4,75.0%,0.84,ATK,Astralis,Overpass
Altekz,31,19,106.5,86.7%,1.55,Astralis Talent,XI,Anubis
versa,17,13,86.4,79.2%,1.4,sunday school,Encore,Inferno
Lucky,21,14,71.7,58.6%,1.12,Tricked,CEPTER,Mirage
notaN,20,17,84.2,67.9%,1.24,MASONIC,XI,Anubis
Rackem,14,17,75.0,61.9%,0.82,Rooster,VERTEX,Vertigo
Fessor,27,22,97.6,75.0%,1.31,Endpoint,ECSTATIC,Inferno
PERCY,25,14,105.0,86.4%,1.58,CEPTER,Atlantic,Ancient
Altekz,18,14,94.0,79.2%,1.35,Astralis Talent,NtK,Mirage
Lucky,19,7,102.7,90.0%,1.64,Tricked,EHM,Ancient
Hatz,16,17,81.0,68.2%,1.05,Encore,VERTEX,Inferno
nettik,24,11,109.1,81.8%,1.73,Rooster,sunday school,Inferno
Penguin,19,17,80.1,68.0%,1.13,X13,Snakes Den,Inferno
ckzao,21,16,97.2,91.3%,1.48,RED Canids,Corinthians,Mirage
felps,23,9,135.2,94.7%,1.99,Fluxo,Furious,Inferno
Gafolo,44,26,86.9,70.7%,1.34,Sharks,TropiCaos,Ancient
JW,20,16,82.0,77.8%,1.33,EYEBALLERS,JANO,Inferno
Moseyuh,31,25,99.5,72.2%,1.35,Rare Atom,Natus Vincere,Inferno
abr,18,11,68.8,81.5%,1.29,Meta,Case,Vertigo
OWNER,27,13,102.4,88.5%,1.6,B8,Insilio,Anubis
Enzo,22,9,82.3,88.5%,1.49,AGO,Nexus,Ancient
DeStiNy,16,16,78.7,57.1%,0.92,Paquetá,O PLANO,Inferno
shalfey,25,9,112.1,87.5%,2.0,FORZE,Sangal,Overpass
pavv,19,8,108.6,84.2%,1.83,Boca Juniors,INTZ,Nuke
Altekz,26,23,97.8,77.8%,1.27,Astralis Talent,BIG Academy,Anubis
w0nderful,27,11,104.9,88.5%,1.74,Spirit,Liquid,Nuke
ArtFr0st,23,15,74.8,82.8%,1.36,Spirit Academy,Insilio,Anubis
drg,20,9,125.3,89.5%,1.83,Sharks,Fluxo,Ancient
Q-Q,21,21,61.5,67.6%,1.07,MOUZ NXT,HEET,Vertigo
BiBiAhn,20,11,102.3,77.3%,1.59,CLG Red,Shimmer,Mirage
piriaz1n,20,10,105.0,75.0%,1.7,O PLANO,CARECAS,Nuke
Chowdzz,20,7,103.8,90.0%,1.79,Detonate SparX,Starfish,Ancient
togs,31,19,87.6,83.3%,1.49,Sharks,Meta,Vertigo
ferzy,21,5,84.8,90.0%,1.68,MIBR fe,Parabellum fe,Nuke
nani,23,15,110.0,86.4%,1.58,B4 fe,ENDGAME,Ancient
Aerial,30,13,124.0,96.0%,1.92,HAVU,Nexus,Ancient
Xyp9x,16,17,75.9,74.1%,1.06,Astralis,Natus Vincere,Ancient
siuhy,27,19,91.4,66.7%,1.24,GamerLegion,Astralis Talent,Overpass
t9rnay,24,13,108.5,84.0%,1.62,RED Canids,ARCTIC,Anubis
FRANSSON,15,16,74.0,78.3%,1.06,PROSPECTS,B8,Vertigo
oSee,27,14,95.8,78.6%,1.56,Liquid,ATK,Mirage
Elizabeth,23,17,88.1,85.2%,1.32,9 Pandas Fearless,GUILD,Mirage
Zygimage,16,18,70.6,64.0%,1.01,Flames Shieldmaidens,G2 Oya,Nuke
Jimpphat,25,15,95.6,81.5%,1.38,MOUZ NXT,MASONIC,Inferno
naz,23,12,85.7,74.1%,1.4,FUSION,Paquetá,Inferno
D7,27,13,116.7,84.6%,1.77,BIG EQUIPA,Astralis fe,Anubis
dav1deuS,23,17,93.0,76.0%,1.39,9z,fnatic,Nuke
Spinx,22,14,87.4,63.0%,1.32,Vitality,MIBR,Anubis
JDC,20,19,90.9,63.0%,1.08,MOUZ,9INE,Vertigo
Krimbo,21,21,89.1,73.3%,1.15,BIG,Heroic,Vertigo
FalleN,18,6,83.1,100.0%,1.81,Imperial,TheMongolz,Overpass
k0nfig,19,22,81.1,65.4%,0.98,Ninjas in Pyjamas,Natus Vincere,Mirage
MoDo,14,15,67.1,70.8%,1.02,Nexus,Illuminar,Overpass
kRaSnaL,20,9,109.7,90.0%,1.68,Monte,LDLC,Nuke
zont1x,20,21,104.5,73.1%,1.23,Spirit Academy,Let us cook,Nuke
shyyne,21,16,70.7,82.8%,1.21,Coalesce,Viperio,Ancient
xReal,17,18,73.1,71.4%,1.03,HEET,ALTERNATE aTTaX,Anubis
Cjoffo,29,16,99.1,84.6%,1.55,Zero Tenacity,ENCE Academy,Nuke
bubble,13,18,69.9,66.7%,0.76,359,PROSPECTS,Ancient
JW,16,16,74.6,75.0%,0.98,EYEBALLERS,BIG Academy,Anubis
TOAO,17,19,83.5,70.8%,1.03,Illuminar,Enterprise,Inferno
adamS,20,19,81.5,76.7%,1.12,Nexus,PGE Turow,Mirage
mwlky,20,18,69.5,76.7%,1.17,Into the Win,HEET,Inferno
MistR,19,20,70.4,69.2%,0.96,Astralis Talent,Nexus,Mirage
Farlig,18,15,61.0,71.4%,1.16,Copenhagen Flames,Sampi,Anubis
c0llins,21,19,82.5,64.3%,1.14,Partizan,Apeks,Inferno
brutmonster,16,18,62.7,59.3%,0.9,Zero Tenacity,PROSPECTS,Mirage
kwezz,14,17,71.6,73.9%,0.87,Tricked,ECLOT,Inferno
bubble,7,15,37.9,55.0%,0.59,359,Iron Branch,Overpass
sad,21,21,76.2,59.3%,1.02,Iron Branch,ENCE Academy,Mirage
ultimate,26,24,91.9,80.0%,1.3,PGE Turow,Enterprise,Ancient
reck,26,17,100.4,70.4%,1.37,ATK,Strife,Vertigo
MaLLby,20,21,82.9,80.8%,1.08,ARCTIC,Paquetá,Overpass
julih,23,15,72.6,70.0%,1.22,B4 fe,MIBR fe,Inferno
zevy,23,14,94.3,84.0%,1.51,paiN,Strife,Mirage
jz,22,14,71.5,81.5%,1.25,W7M Academy,BESTIA,Inferno
kaah,13,15,62.2,75.0%,0.89,FURIA fe,Black Dragons fe,Nuke
chay,16,20,82.1,74.1%,1.08,Sharks,Paquetá,Nuke
snav,18,21,71.9,59.3%,0.91,timbermen,ATK,Mirage
short,18,20,71.6,82.1%,1.16,ARCTIC,FURIA Academy,Vertigo
myltsi,29,18,97.4,89.3%,1.5,ENCE Academy,BLINK,Mirage
dgt,20,15,103.5,72.7%,1.48,9z,BESTIA,Ancient
empathy,14,23,89.6,64.0%,0.91,Shimmer,Detonate SparX,Anubis
jz,9,17,47.6,40.9%,0.63,W7M Academy,MIBR,Inferno
lux,24,21,84.9,80.0%,1.27,ARCTIC,INTZ,Ancient
GooseBreeder,24,17,82.6,81.5%,1.34,ex-CLG Red,EG Gold,Ancient
Lucaozy,22,22,84.9,60.0%,1.05,Fluxo,Paquetá,Overpass
keen,14,19,73.1,50.0%,0.83,The Prodigies,Sampi,Overpass
Zana,23,21,73.0,81.5%,1.08,BIG EQUIPA,9 Pandas Fearless,Anubis
Bruninho,21,15,93.8,80.0%,1.45,FURIA Academy,Boca Juniors,Overpass
J3nsyy,47,36,69.7,65.0%,1.08,MASONIC,ALTERNATE aTTaX,Overpass
Gafolo,16,11,57.9,72.0%,1.08,Sharks,Case,Ancient
ropz,28,20,86.5,76.5%,1.22,FaZe,Cloud9,Mirage
S3NSEY,26,22,74.4,82.4%,1.14,BIG Academy,ENCE Academy,Vertigo
BledarD,23,11,88.9,84.0%,1.53,BLINK,Nexus,Inferno
br0,13,16,67.2,54.2%,0.98,Astralis Talent,ENCE Academy,Mirage
Ax1Le,22,15,85.2,86.2%,1.27,Cloud9,BIG,Anubis
sdy,20,18,84.0,70.0%,1.13,Monte,Vitality,Nuke
darko,9,16,62.5,68.2%,0.8,PGE Turow,Iron Branch,Anubis
cynic,22,21,86.5,82.1%,1.25,Nouns,Party Astronauts,Mirage
Cooper,20,19,60.4,73.3%,1.07,Mythic,timbermen,Overpass
b0denmaster,33,25,84.1,64.3%,1.24,ATK,Party Astronauts,Vertigo
venomzera,23,19,78.5,75.9%,1.15,Paquetá,Solid,Overpass
decenty,17,17,82.8,66.7%,1.08,O PLANO,INTZ,Ancient
NBK-,21,20,86.6,65.5%,1.21,Falcons,BIG,Nuke
Surreal,17,18,71.6,78.6%,1.02,Endpoint,BIG Academy,Vertigo
oopee,21,17,95.7,75.0%,1.28,VISU,Sampi,Ancient
WOOD7,17,9,111.9,89.5%,1.56,Fluxo,RED Canids,Vertigo
